,Name,New Code, code ,Groupping,Sweetness,L,A,B,density,Fatty,Total_protein,Total_sugar,Total_phenol,Total_Flavonoid,Antioxidant,caffeic_acid ,Caffeine,Chrogenic_acid , Trigonelline , Theobromine,K,Ca,Fe,Zn,Na,Mg,sucrose_maltose ,fluctose_arabinise,Lactic_acid,Malic_acid,Propionic_acid,Quinic_acid,Apartic_acid ,Serine, alanine,glycine,threonine, glutamic_acid,proline,lysine,histidine,arginine,valine,metheonine,tyrosine,isoleucine,leucine, phynylalanine,Tryptophan,adenosine
177,PT5,PT12005-3,F34,2,17.0,46.79,1.58,12.58,0.68,561.5,506.24,67.63,2.54,12.21,13.08,0.02,2.2,5.83,1.27,0.02,7989.41,170.59,14.12,24.35,62.12,981.74,33.4,0.82,0.1,2.25,0.03,1.69,142.04,151.9,380.09,32.49,35.66,202.76,73.91,62.3,40.96,197.86,89.69,20.69,59.28,57.3,88.41,107.37,246.33,36.83
178,PT5,PT12005-4,F34,2,17.0,46.79,1.58,12.58,0.68,561.5,506.24,67.63,2.54,12.21,13.08,0.02,2.2,5.83,1.27,0.02,7989.41,170.59,14.12,24.35,62.12,981.74,33.4,0.82,0.1,2.25,0.03,1.69,142.04,151.9,380.09,32.49,35.66,202.76,73.91,62.3,40.96,197.86,89.69,20.69,59.28,57.3,88.41,107.37,246.33,36.83
179,PT5,PT12005-5,F34,2,17.0,46.79,1.58,12.58,0.68,561.5,506.24,67.63,2.54,12.21,13.08,0.02,2.2,5.83,1.27,0.02,7989.41,170.59,14.12,24.35,62.12,981.74,33.4,0.82,0.1,2.25,0.03,1.69,142.04,151.9,380.09,32.49,35.66,202.76,73.91,62.3,40.96,197.86,89.69,20.69,59.28,57.3,88.41,107.37,246.33,36.83
180,PC1,PC12001-1,F35,3,15.7,51.9,1.25,14.07,0.68,483.3,299.78,64.93,2.69,12.98,12.92,0.01,1.92,5.91,1.13,0.01,9781.71,159.96,12.3,10.13,47.28,966.84,31.09,2.16,0.11,3.1,0.04,1.81,177.92,151.69,365.09,37.35,48.05,265.14,71.93,63.33,48.83,254.0,84.85,18.22,54.98,56.25,92.59,111.72,157.8,40.23
181,PC2,PC12002-1,F36,3,15.0,50.62,1.16,13.88,0.7,520.5,389.15,53.59,2.46,11.88,10.1,0.01,1.17,5.06,0.95,0.0,8040.88,140.62,12.32,14.17,28.97,713.15,35.1,1.02,0.05,1.31,0.01,0.93,65.69,50.63,122.05,19.76,13.7,72.55,28.82,19.78,22.01,54.11,32.81,6.99,17.37,18.94,35.62,41.34,61.41,5.71
182,PC3,PC12003-1,F37,3,14.3,51.37,1.38,13.92,0.67,589.4,405.87,72.32,3.09,14.88,14.3,0.02,1.88,6.59,1.46,0.01,8233.78,110.94,10.31,7.16,16.93,798.43,34.68,0.42,0.08,2.21,0.04,2.44,134.45,134.87,297.86,33.73,35.33,181.64,56.76,48.82,35.99,165.21,71.28,15.65,51.85,45.47,80.94,129.84,321.67,34.53
183,PC3,PC12003-2,F37,3,14.3,51.37,1.38,13.92,0.67,589.4,405.87,72.32,3.09,14.88,14.3,0.02,1.88,6.59,1.46,0.01,8233.78,110.94,10.31,7.16,16.93,798.43,34.68,0.42,0.08,2.21,0.04,2.44,134.45,134.87,297.86,33.73,35.33,181.64,56.76,48.82,35.99,165.21,71.28,15.65,51.85,45.47,80.94,129.84,321.67,34.53
184,PC3,PC12003-3,F37,3,14.3,51.37,1.38,13.92,0.67,589.4,405.87,72.32,3.09,14.88,14.3,0.02,1.88,6.59,1.46,0.01,8233.78,110.94,10.31,7.16,16.93,798.43,34.68,0.42,0.08,2.21,0.04,2.44,134.45,134.87,297.86,33.73,35.33,181.64,56.76,48.82,35.99,165.21,71.28,15.65,51.85,45.47,80.94,129.84,321.67,34.53
185,PC3,PC12003-4,F37,3,14.3,51.37,1.38,13.92,0.67,589.4,405.87,72.32,3.09,14.88,14.3,0.02,1.88,6.59,1.46,0.01,8233.78,110.94,10.31,7.16,16.93,798.43,34.68,0.42,0.08,2.21,0.04,2.44,134.45,134.87,297.86,33.73,35.33,181.64,56.76,48.82,35.99,165.21,71.28,15.65,51.85,45.47,80.94,129.84,321.67,34.53
186,PC3,PC12003-5,F37,3,14.3,51.37,1.38,13.92,0.67,589.4,405.87,72.32,3.09,14.88,14.3,0.02,1.88,6.59,1.46,0.01,8233.78,110.94,10.31,7.16,16.93,798.43,34.68,0.42,0.08,2.21,0.04,2.44,134.45,134.87,297.86,33.73,35.33,181.64,56.76,48.82,35.99,165.21,71.28,15.65,51.85,45.47,80.94,129.84,321.67,34.53
187,PC3,PC12003-6,F37,3,14.3,51.37,1.38,13.92,0.67,589.4,405.87,72.32,3.09,14.88,14.3,0.02,1.88,6.59,1.46,0.01,8233.78,110.94,10.31,7.16,16.93,798.43,34.68,0.42,0.08,2.21,0.04,2.44,134.45,134.87,297.86,33.73,35.33,181.64,56.76,48.82,35.99,165.21,71.28,15.65,51.85,45.47,80.94,129.84,321.67,34.53
188,PC4,PC12004-1,F38,3,15.0,51.99,1.43,13.39,0.68,450.0,353.93,59.38,2.6,12.46,12.28,0.02,3.31,5.94,1.25,0.01,10043.15,147.98,11.23,8.04,15.37,869.74,31.83,2.25,0.08,2.16,0.04,1.76,173.92,129.12,344.08,33.49,38.94,274.06,66.01,55.14,50.2,270.47,77.19,16.61,50.6,49.13,82.38,144.67,275.95,30.31
189,PC4,PC12004-2,F38,3,15.0,51.99,1.43,13.39,0.68,450.0,353.93,59.38,2.6,12.46,12.28,0.02,3.31,5.94,1.25,0.01,10043.15,147.98,11.23,8.04,15.37,869.74,31.83,2.25,0.08,2.16,0.04,1.76,173.92,129.12,344.08,33.49,38.94,274.06,66.01,55.14,50.2,270.47,77.19,16.61,50.6,49.13,82.38,144.67,275.95,30.31
190,PC4,PC12004-3,F38,3,15.0,51.99,1.43,13.39,0.68,450.0,353.93,59.38,2.6,12.46,12.28,0.02,3.31,5.94,1.25,0.01,10043.15,147.98,11.23,8.04,15.37,869.74,31.83,2.25,0.08,2.16,0.04,1.76,173.92,129.12,344.08,33.49,38.94,274.06,66.01,55.14,50.2,270.47,77.19,16.61,50.6,49.13,82.38,144.67,275.95,30.31
191,PC4,PC12004-4,F38,3,15.0,51.99,1.43,13.39,0.68,450.0,353.93,59.38,2.6,12.46,12.28,0.02,3.31,5.94,1.25,0.01,10043.15,147.98,11.23,8.04,15.37,869.74,31.83,2.25,0.08,2.16,0.04,1.76,173.92,129.12,344.08,33.49,38.94,274.06,66.01,55.14,50.2,270.47,77.19,16.61,50.6,49.13,82.38,144.67,275.95,30.31
192,PTT1,PTT12001-1,F39,3,12.7,50.26,1.41,12.07,0.69,498.9,387.54,77.34,2.61,12.55,12.91,0.02,1.9,5.45,1.2,0.01,11637.52,220.33,16.28,9.85,30.91,1576.27,27.87,0.86,0.09,1.89,0.02,1.83,177.52,138.0,408.04,34.87,45.74,218.46,74.41,61.25,42.25,240.09,80.67,17.84,55.95,51.86,87.8,121.76,263.17,41.9
193,PTT1,PTT12001-2,F39,3,12.7,50.26,1.41,12.07,0.69,498.9,387.54,77.34,2.61,12.55,12.91,0.02,1.9,5.45,1.2,0.01,11637.52,220.33,16.28,9.85,30.91,1576.27,27.87,0.86,0.09,1.89,0.02,1.83,177.52,138.0,408.04,34.87,45.74,218.46,74.41,61.25,42.25,240.09,80.67,17.84,55.95,51.86,87.8,121.76,263.17,41.9
194,PTT1,PTT12001-3,F39,3,12.7,50.26,1.41,12.07,0.69,498.9,387.54,77.34,2.61,12.55,12.91,0.02,1.9,5.45,1.2,0.01,11637.52,220.33,16.28,9.85,30.91,1576.27,27.87,0.86,0.09,1.89,0.02,1.83,177.52,138.0,408.04,34.87,45.74,218.46,74.41,61.25,42.25,240.09,80.67,17.84,55.95,51.86,87.8,121.76,263.17,41.9
195,PTT1,PTT12001-4,F39,3,12.7,50.26,1.41,12.07,0.69,498.9,387.54,77.34,2.61,12.55,12.91,0.02,1.9,5.45,1.2,0.01,11637.52,220.33,16.28,9.85,30.91,1576.27,27.87,0.86,0.09,1.89,0.02,1.83,177.52,138.0,408.04,34.87,45.74,218.46,74.41,61.25,42.25,240.09,80.67,17.84,55.95,51.86,87.8,121.76,263.17,41.9
196,PTT1,PTT12001-5,F39,3,12.7,50.26,1.41,12.07,0.69,498.9,387.54,77.34,2.61,12.55,12.91,0.02,1.9,5.45,1.2,0.01,11637.52,220.33,16.28,9.85,30.91,1576.27,27.87,0.86,0.09,1.89,0.02,1.83,177.52,138.0,408.04,34.87,45.74,218.46,74.41,61.25,42.25,240.09,80.67,17.84,55.95,51.86,87.8,121.76,263.17,41.9
197,PTT2,PTT12002-1,F40,3,14.0,48.28,1.35,12.52,0.67,523.8,351.35,80.98,2.79,13.41,13.24,0.02,2.52,5.94,1.38,0.02,10960.88,199.21,16.51,11.86,85.97,1257.72,38.99,0.75,0.07,1.83,0.02,2.52,257.87,185.0,515.51,42.45,54.88,341.22,98.1,66.77,53.28,356.22,111.67,24.19,81.65,71.7,118.67,163.28,411.29,56.19
198,PTT2,PTT12002-2,F40,3,14.0,48.28,1.35,12.52,0.67,523.8,351.35,80.98,2.79,13.41,13.24,0.02,2.52,5.94,1.38,0.02,10960.88,199.21,16.51,11.86,85.97,1257.72,38.99,0.75,0.07,1.83,0.02,2.52,257.87,185.0,515.51,42.45,54.88,341.22,98.1,66.77,53.28,356.22,111.67,24.19,81.65,71.7,118.67,163.28,411.29,56.19
199,PTT2,PTT12002-3,F40,3,14.0,48.28,1.35,12.52,0.67,523.8,351.35,80.98,2.79,13.41,13.24,0.02,2.52,5.94,1.38,0.02,10960.88,199.21,16.51,11.86,85.97,1257.72,38.99,0.75,0.07,1.83,0.02,2.52,257.87,185.0,515.51,42.45,54.88,341.22,98.1,66.77,53.28,356.22,111.67,24.19,81.65,71.7,118.67,163.28,411.29,56.19
200,PTT2,PTT12002-4,F40,3,14.0,48.28,1.35,12.52,0.67,523.8,351.35,80.98,2.79,13.41,13.24,0.02,2.52,5.94,1.38,0.02,10960.88,199.21,16.51,11.86,85.97,1257.72,38.99,0.75,0.07,1.83,0.02,2.52,257.87,185.0,515.51,42.45,54.88,341.22,98.1,66.77,53.28,356.22,111.67,24.19,81.65,71.7,118.67,163.28,411.29,56.19
201,PTT2,PTT12002-5,F40,3,14.0,48.28,1.35,12.52,0.67,523.8,351.35,80.98,2.79,13.41,13.24,0.02,2.52,5.94,1.38,0.02,10960.88,199.21,16.51,11.86,85.97,1257.72,38.99,0.75,0.07,1.83,0.02,2.52,257.87,185.0,515.51,42.45,54.88,341.22,98.1,66.77,53.28,356.22,111.67,24.19,81.65,71.7,118.67,163.28,411.29,56.19
202,PTT3,PTT12003-1,F41,3,16.3,49.03,1.43,13.84,0.68,522.5,406.71,88.04,2.59,12.43,12.11,0.02,2.02,5.6,1.31,0.01,11290.96,207.56,23.01,15.45,35.81,2090.75,28.69,1.01,0.12,2.05,0.02,1.47,204.91,150.56,387.57,39.59,45.63,241.54,79.58,66.09,44.71,272.16,98.63,20.39,65.13,62.31,106.84,111.52,327.67,32.23
203,PTT3,PTT12003-2,F41,3,16.3,49.03,1.43,13.84,0.68,522.5,406.71,88.04,2.59,12.43,12.11,0.02,2.02,5.6,1.31,0.01,11290.96,207.56,23.01,15.45,35.81,2090.75,28.69,1.01,0.12,2.05,0.02,1.47,204.91,150.56,387.57,39.59,45.63,241.54,79.58,66.09,44.71,272.16,98.63,20.39,65.13,62.31,106.84,111.52,327.67,32.23
204,PTT3,PTT12003-3,F41,3,16.3,49.03,1.43,13.84,0.68,522.5,406.71,88.04,2.59,12.43,12.11,0.02,2.02,5.6,1.31,0.01,11290.96,207.56,23.01,15.45,35.81,2090.75,28.69,1.01,0.12,2.05,0.02,1.47,204.91,150.56,387.57,39.59,45.63,241.54,79.58,66.09,44.71,272.16,98.63,20.39,65.13,62.31,106.84,111.52,327.67,32.23
205,PTT3,PTT12003-4,F41,3,16.3,49.03,1.43,13.84,0.68,522.5,406.71,88.04,2.59,12.43,12.11,0.02,2.02,5.6,1.31,0.01,11290.96,207.56,23.01,15.45,35.81,2090.75,28.69,1.01,0.12,2.05,0.02,1.47,204.91,150.56,387.57,39.59,45.63,241.54,79.58,66.09,44.71,272.16,98.63,20.39,65.13,62.31,106.84,111.52,327.67,32.23
206,PTT3,PTT12003-5,F41,3,16.3,49.03,1.43,13.84,0.68,522.5,406.71,88.04,2.59,12.43,12.11,0.02,2.02,5.6,1.31,0.01,11290.96,207.56,23.01,15.45,35.81,2090.75,28.69,1.01,0.12,2.05,0.02,1.47,204.91,150.56,387.57,39.59,45.63,241.54,79.58,66.09,44.71,272.16,98.63,20.39,65.13,62.31,106.84,111.52,327.67,32.23
207,PTT4,PTT12004-1,F42,3,14.0,47.96,1.29,11.95,0.67,525.2,475.59,58.57,2.14,10.18,13.7,0.02,2.74,6.07,1.39,0.01,9141.82,159.94,14.63,12.8,50.66,1190.26,30.11,1.89,0.06,1.69,0.02,2.43,173.28,135.37,347.17,39.68,48.97,181.05,64.95,70.04,43.58,306.66,83.51,18.64,61.37,55.3,96.72,108.66,304.93,35.12
208,PTT4,PTT12004-2,F42,3,14.0,47.96,1.29,11.95,0.67,525.2,475.59,58.57,2.14,10.18,13.7,0.02,2.74,6.07,1.39,0.01,9141.82,159.94,14.63,12.8,50.66,1190.26,30.11,1.89,0.06,1.69,0.02,2.43,173.28,135.37,347.17,39.68,48.97,181.05,64.95,70.04,43.58,306.66,83.51,18.64,61.37,55.3,96.72,108.66,304.93,35.12
209,PTT4,PTT12004-3,F42,3,14.0,47.96,1.29,11.95,0.67,525.2,475.59,58.57,2.14,10.18,13.7,0.02,2.74,6.07,1.39,0.01,9141.82,159.94,14.63,12.8,50.66,1190.26,30.11,1.89,0.06,1.69,0.02,2.43,173.28,135.37,347.17,39.68,48.97,181.05,64.95,70.04,43.58,306.66,83.51,18.64,61.37,55.3,96.72,108.66,304.93,35.12
210,PTT4,PTT12004-4,F42,3,14.0,47.96,1.29,11.95,0.67,525.2,475.59,58.57,2.14,10.18,13.7,0.02,2.74,6.07,1.39,0.01,9141.82,159.94,14.63,12.8,50.66,1190.26,30.11,1.89,0.06,1.69,0.02,2.43,173.28,135.37,347.17,39.68,48.97,181.05,64.95,70.04,43.58,306.66,83.51,18.64,61.37,55.3,96.72,108.66,304.93,35.12
211,PTT4,PTT12004-5,F42,3,14.0,47.96,1.29,11.95,0.67,525.2,475.59,58.57,2.14,10.18,13.7,0.02,2.74,6.07,1.39,0.01,9141.82,159.94,14.63,12.8,50.66,1190.26,30.11,1.89,0.06,1.69,0.02,2.43,173.28,135.37,347.17,39.68,48.97,181.05,64.95,70.04,43.58,306.66,83.51,18.64,61.37,55.3,96.72,108.66,304.93,35.12
214,KN2,KN-10002-1,F44,6,17.0,51.37,0.74,12.03,0.63,339.6,514.96,54.63,2.06,9.7,14.65,0.02,1.96,5.55,1.27,0.01,16680.44,207.34,21.51,12.21,36.28,1803.6,31.56,4.03,0.16,2.1,0.03,4.41,280.23,133.91,418.36,28.18,31.35,291.46,63.55,40.67,42.62,238.94,62.03,11.98,34.56,36.89,63.38,94.62,333.39,59.66
218,KN5,KN-10005-1,F47,6,14.0,53.25,1.88,14.65,0.64,315.7,360.46,55.99,1.43,6.61,13.16,0.03,1.87,6.18,1.33,0.01,12028.34,161.29,38.51,14.02,44.48,1160.37,29.11,0.48,0.16,2.07,0.04,3.6,216.07,179.06,408.53,38.01,46.04,314.91,70.8,47.56,46.25,238.47,85.37,10.04,46.69,54.53,83.88,159.57,346.01,50.42
220,BK1,BK-10001-1,F48,6,15.0,49.48,1.25,11.67,0.68,182.6,42.94,30.38,0.94,4.14,11.72,0.02,2.62,5.32,1.17,0.01,8322.9,121.85,10.84,8.88,16.49,773.86,32.1,0.37,0.14,1.91,0.03,4.28,254.84,185.4,417.97,25.97,44.1,457.11,63.88,54.16,37.02,381.68,71.67,13.42,40.63,45.78,74.05,152.09,312.51,72.94
221,BK1,BK-10001-2,F48,6,15.0,49.48,1.25,11.67,0.68,182.6,42.94,30.38,0.94,4.14,11.72,0.02,2.62,5.32,1.17,0.01,8322.9,121.85,10.84,8.88,16.49,773.86,32.1,0.37,0.14,1.91,0.03,4.28,254.84,185.4,417.97,25.97,44.1,457.11,63.88,54.16,37.02,381.68,71.67,13.42,40.63,45.78,74.05,152.09,312.51,72.94
222,BK1,BK-10001-3,F48,6,15.0,49.48,1.25,11.67,0.68,182.6,42.94,30.38,0.94,4.14,11.72,0.02,2.62,5.32,1.17,0.01,8322.9,121.85,10.84,8.88,16.49,773.86,32.1,0.37,0.14,1.91,0.03,4.28,254.84,185.4,417.97,25.97,44.1,457.11,63.88,54.16,37.02,381.68,71.67,13.42,40.63,45.78,74.05,152.09,312.51,72.94
223,BK2,BK-10002-1,F49,6,14.0,52.08,1.42,13.49,0.69,341.1,118.16,5.96,2.05,9.65,12.04,0.02,2.08,6.68,0.0,0.01,10342.82,155.63,11.05,9.42,15.26,1040.04,23.18,0.69,0.14,1.27,0.0,2.42,269.33,202.44,437.75,41.88,50.88,344.99,72.2,54.25,56.07,347.95,81.63,14.81,47.28,51.86,77.11,149.45,346.26,49.77
224,BK2,BK-10002-2,F49,6,14.0,52.08,1.42,13.49,0.69,341.1,118.16,5.96,2.05,9.65,12.04,0.02,2.08,6.68,0.0,0.01,10342.82,155.63,11.05,9.42,15.26,1040.04,23.18,0.69,0.14,1.27,0.0,2.42,269.33,202.44,437.75,41.88,50.88,344.99,72.2,54.25,56.07,347.95,81.63,14.81,47.28,51.86,77.11,149.45,346.26,49.77
225,BK3,BK-10003-1,F50,6,17.0,52.42,0.81,12.4,0.68,238.7,406.03,34.28,1.99,9.39,14.73,0.0,0.97,4.85,1.35,0.01,11837.77,179.04,15.56,10.14,31.81,1375.49,32.14,0.0,0.14,1.6,0.01,2.52,251.92,187.75,396.23,36.27,45.11,317.6,67.28,49.06,52.47,295.35,72.7,13.85,42.27,46.86,68.86,139.61,329.48,50.2
226,BK3,BK-10003-2,F50,6,17.0,52.42,0.81,12.4,0.68,238.7,406.03,34.28,1.99,9.39,14.73,0.0,0.97,4.85,1.35,0.01,11837.77,179.04,15.56,10.14,31.81,1375.49,32.14,0.0,0.14,1.6,0.01,2.52,251.92,187.75,396.23,36.27,45.11,317.6,67.28,49.06,52.47,295.35,72.7,13.85,42.27,46.86,68.86,139.61,329.48,50.2
227,BK3,BK-10003-3,F50,6,17.0,52.42,0.81,12.4,0.68,238.7,406.03,34.28,1.99,9.39,14.73,0.0,0.97,4.85,1.35,0.01,11837.77,179.04,15.56,10.14,31.81,1375.49,32.14,0.0,0.14,1.6,0.01,2.52,251.92,187.75,396.23,36.27,45.11,317.6,67.28,49.06,52.47,295.35,72.7,13.85,42.27,46.86,68.86,139.61,329.48,50.2
228,BK4,BK-10004-1,F51,6,17.0,46.73,0.76,12.34,0.66,373.3,314.57,41.88,2.3,10.94,13.91,0.03,2.74,6.16,1.39,0.01,11929.02,165.25,15.94,14.29,49.59,1189.49,28.28,2.53,0.11,1.85,0.0,3.3,212.84,179.87,498.0,44.81,51.81,306.89,64.91,62.72,53.1,307.22,89.49,12.25,57.68,59.28,100.47,139.04,403.13,55.01
229,BK4,BK-10004-2,F51,6,17.0,46.73,0.76,12.34,0.66,373.3,314.57,41.88,2.3,10.94,13.91,0.03,2.74,6.16,1.39,0.01,11929.02,165.25,15.94,14.29,49.59,1189.49,28.28,2.53,0.11,1.85,0.0,3.3,212.84,179.87,498.0,44.81,51.81,306.89,64.91,62.72,53.1,307.22,89.49,12.25,57.68,59.28,100.47,139.04,403.13,55.01
230,DL900,DL900,F53,3,16.0,55.93,1.59,14.01,0.64,337.7,220.94,33.16,2.99,14.38,13.27,0.02,1.7,5.63,1.38,0.01,11535.38,137.85,23.74,28.56,26.49,1130.12,35.06,0.71,0.09,2.18,0.02,1.49,245.36,162.14,362.94,35.5,44.32,477.02,78.41,43.49,45.36,222.45,89.64,15.34,42.08,54.29,72.41,103.74,205.76,54.87
231,DL1250,DL1250,F53,3,14.0,52.94,1.55,13.51,0.69,329.3,350.02,26.6,2.37,11.27,14.04,0.03,2.11,6.06,1.5,0.02,10923.41,148.49,57.65,28.38,27.03,1856.97,28.48,0.0,0.1,1.9,0.02,1.39,192.9,151.49,300.4,34.85,40.46,320.77,86.35,46.66,40.15,220.06,85.6,18.36,56.65,53.28,74.4,111.45,319.62,49.76
232,DL1400,DL1400,F53,3,15.0,52.06,1.29,14.17,0.67,456.0,335.5,32.83,2.25,10.66,13.46,0.01,2.22,6.35,1.5,0.01,11185.94,179.48,25.67,22.91,28.1,2035.95,25.41,1.1,0.08,1.31,0.0,1.1,155.31,164.11,310.09,34.53,36.99,211.65,77.6,39.69,35.19,151.06,75.88,14.73,45.28,46.88,68.03,93.62,148.09,46.9
